committee_id,committee_name,contributor_city,contributor_state,contributor_employer,contribution_receipt_date,contribution_receipt_amount,contributor_aggregate_ytd
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,SELF EMPLOYED,2020-02-06 00:00:00,250.00,250.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,NONE,2020-02-19 00:00:00,50.00,350.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,SUNGAGE FINANCIAL,2020-02-20 00:00:00,250.00,1950.00
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-02-01 00:00:00,18.00,229.00
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-02-04 00:00:00,10.00,239.00
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-02-16 00:00:00,27.00,320.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,NONE,2020-02-17 00:00:00,50.00,300.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-08-13 00:00:00,10.00,576.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-08-24 00:00:00,10.00,606.00
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-02-16 00:00:00,27.00,320.00
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-02-08 00:00:00,27.00,266.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,SELF EMPLOYED,2020-02-21 00:00:00,15.00,646.64
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,SELF EMPLOYED,2020-02-29 00:00:00,25.00,646.64
C00696948,BERNIE 2020,AMHERST,MA,MHC,2020-02-07 00:00:00,30.97,203.15
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,AMHERST COLLEGE,2020-02-21 00:00:00,103.00,279.75
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,NONE,2020-02-02 00:00:00,10.00,414.67
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,MCWEBB LLC,2020-02-18 00:00:00,30.00,238.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,BAYSTATE MEDICAL PRACTICES,2020-02-21 00:00:00,100.00,225.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-19 00:00:00,50.00,204.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,NONE,2020-02-10 00:00:00,100.00,808.33
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-07-19 00:00:00,10.00,431.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-09-23 00:00:00,5.00,205.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-08-17 00:00:00,10.00,596.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-07-30 00:00:00,10.00,556.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2019-09-18 00:00:00,5.00,203.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-07-30 00:00:00,100.00,556.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-07-07 00:00:00,10.00,391.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-08-18 00:00:00,10.00,596.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-09-14 00:00:00,10.00,786.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-09-29 00:00:00,10.00,851.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-07-09 00:00:00,10.00,401.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-09-20 00:00:00,10.00,796.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-09-22 00:00:00,100.00,700.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-07-11 00:00:00,10.00,411.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-09-09 00:00:00,100.00,600.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-09-24 00:00:00,100.00,205.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF-EMPLOYED,2019-09-25 00:00:00,18.00,213.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-07-17 00:00:00,10.00,421.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,AMHERST COLLEGE,2020-02-13 00:00:00,50.00,294.50
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-02-12 00:00:00,270.00,351.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-07-23 00:00:00,5.00,441.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,HOLYOKE PEDIATRIC ASSOC,2020-02-19 00:00:00,250.00,1007.50
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,NONE,2020-02-09 00:00:00,100.00,1950.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,NONE,2020-02-13 00:00:00,100.00,1950.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,NONE,2020-02-23 00:00:00,10.00,1534.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,AMHERST COLLEGE,2020-02-29 00:00:00,25.00,350.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,BLUERISC,2020-02-29 00:00:00,10.00,620.00
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-02-27 00:00:00,3.00,271.30
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-02-29 00:00:00,3.00,284.30
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-02-12 00:00:00,2.00,246.30
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-02-22 00:00:00,3.00,258.30
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-02-25 00:00:00,3.00,268.30
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,SELF EMPLOYED,2020-02-18 00:00:00,10.00,215.00
C00696948,BERNIE 2020,AMHERST,MA,CHICOPEE SCHOOLS,2020-02-04 00:00:00,20.00,343.40
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,MASS,2020-02-26 00:00:00,25.00,1325.00
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-02-11 00:00:00,3.00,244.30
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-02-17 00:00:00,3.00,249.30
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,SELF EMPLOYED,2020-02-27 00:00:00,25.00,475.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-23 00:00:00,27.00,214.00
C00696948,BERNIE 2020,AMHERST,MA,MICHAEL CHESWORTH ILLUSTRATION,2020-02-20 00:00:00,27.00,303.69
C00696948,BERNIE 2020,AMHERST,MA,MICHAEL CHESWORTH ILLUSTRATION,2020-02-12 00:00:00,27.00,269.00
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-02-06 00:00:00,3.00,238.30
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-02-18 00:00:00,3.00,252.30
C00696948,BERNIE 2020,AMHERST,MA,MICHAEL CHESWORTH ILLUSTRATION,2020-02-04 00:00:00,27.00,242.00
C00696948,BERNIE 2020,AMHERST,MA,MICHAEL CHESWORTH ILLUSTRATION,2020-02-26 00:00:00,27.00,330.69
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-02-17 00:00:00,27.00,347.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,U. MASSACHUSETTS,2020-02-20 00:00:00,50.00,250.00
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS-AMHERST,2020-02-07 00:00:00,8.00,248.40
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-02-07 00:00:00,50.00,253.70
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2020-02-20 00:00:00,27.00,301.80
C00696948,BERNIE 2020,AMHERST,MA,TOWN OF AMHERST MA,2020-02-17 00:00:00,50.00,700.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,BLUERISC,2020-02-08 00:00:00,10.00,620.00
C00693234,"WARREN FOR PRESIDENT, INC.",AMHERST,MA,BLUERISC,2020-02-15 00:00:00,10.00,620.00
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-02-29 00:00:00,9.00,356.00
C00696948,BERNIE 2020,AMHERST,MA,SERVICENET,2020-02-07 00:00:00,2.70,419.00
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS,2020-02-19 00:00:00,30.00,640.00
C00696948,BERNIE 2020,AMHERST,MA,SERVICENET,2020-02-25 00:00:00,2.70,462.20
C00696948,BERNIE 2020,AMHERST,MA,SERVICENET,2020-02-25 00:00:00,2.70,462.20
C00696948,BERNIE 2020,AMHERST,MA,NAISMITH MEMORIAL BASKETBALL HALL OF F,2020-02-27 00:00:00,27.00,340.40
C00696948,BERNIE 2020,AMHERST,MA,COLORADO STATE UNIVERSITY,2020-02-29 00:00:00,27.00,612.77
C00696948,BERNIE 2020,AMHERST,MA,SELF-EMPLOYED,2020-02-02 00:00:00,312.50,2102.97
C00696948,BERNIE 2020,AMHERST,MA,SELF-EMPLOYED,2020-02-04 00:00:00,750.00,2852.97
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS,2020-02-12 00:00:00,100.00,610.00
C00696948,BERNIE 2020,AMHERST,MA,SERVICENET,2020-02-11 00:00:00,27.00,446.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-18 00:00:00,100.00,1259.00
C00696948,BERNIE 2020,AMHERST,MA,NAISMITH MEMORIAL BASKETBALL HALL OF F,2020-02-21 00:00:00,27.00,313.40
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-29 00:00:00,10.00,226.18
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-04 00:00:00,10.00,1014.59
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-08 00:00:00,10.00,1072.29
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-07 00:00:00,2.70,1072.29
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-12 00:00:00,5.00,1082.69
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-18 00:00:00,27.00,1149.79
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-21 00:00:00,27.00,1203.79
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-02-03 00:00:00,3.00,235.30
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-02-19 00:00:00,3.00,255.30
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-02-25 00:00:00,7.00,268.30
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-02-04 00:00:00,10.00,460.20
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-02-05 00:00:00,27.00,487.20
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-02-09 00:00:00,2.70,498.60
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-02-16 00:00:00,27.00,562.60
C00696948,BERNIE 2020,AMHERST,MA,HIGH HORSE BREWING AND BISTRO,2020-02-25 00:00:00,27.00,275.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-06 00:00:00,5.00,1039.59
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-16 00:00:00,2.70,1115.09
C00696948,BERNIE 2020,AMHERST,MA,CHICOPEE SCHOOLS,2020-02-19 00:00:00,10.00,353.40
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-10 00:00:00,27.00,211.90
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-01 00:00:00,10.00,984.59
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-05 00:00:00,10.00,1034.59
C00696948,BERNIE 2020,AMHERST,MA,HIGH HORSE BREWING AND BISTRO,2020-02-25 00:00:00,27.00,275.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-15 00:00:00,27.00,1115.09
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-28 00:00:00,50.00,1283.49
C00696948,BERNIE 2020,AMHERST,MA,PVCICS CHARTER SCHOOL,2019-08-15 00:00:00,500.00,1000.00
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2019-09-30 00:00:00,27.00,204.80
C00696948,BERNIE 2020,AMHERST,MA,MICHAEL CHESWORTH ILLUSTRATION,2020-02-14 00:00:00,7.69,276.69
C00696948,BERNIE 2020,AMHERST,MA,MICHAEL CHESWORTH ILLUSTRATION,2020-02-29 00:00:00,50.00,380.69
C00696948,BERNIE 2020,AMHERST,MA,SELF-EMPLOYED,2020-02-18 00:00:00,2.70,2855.67
C00696948,BERNIE 2020,AMHERST,MA,AMHERST DENTAL GROUP,2020-02-23 00:00:00,27.00,1159.70
C00696948,BERNIE 2020,AMHERST,MA,SERVICENET,2020-02-04 00:00:00,27.00,416.30
C00696948,BERNIE 2020,AMHERST,MA,SERVICENET,2020-02-22 00:00:00,2.70,456.80
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS,2020-02-03 00:00:00,50.00,364.19
C00696948,BERNIE 2020,AMHERST,MA,WESTERN MASS ORGANIC GARDEN SUPPLY,2020-02-05 00:00:00,27.00,207.80
C00696948,BERNIE 2020,AMHERST,MA,WESTERN MASS ORGANIC GARDEN SUPPLY,2020-02-19 00:00:00,4.20,305.50
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-02-07 00:00:00,6.00,498.60
C00696948,BERNIE 2020,AMHERST,MA,AMHERST DENTAL GROUP,2020-02-18 00:00:00,27.00,1132.70
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS,2020-02-10 00:00:00,27.00,391.19
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2020-02-12 00:00:00,5.00,1020.10
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-04 00:00:00,10.00,453.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-10 00:00:00,35.00,488.00
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-02-01 00:00:00,10.00,450.20
C00696948,BERNIE 2020,AMHERST,MA,CHICOPEE PUBLIC SCHOOLS,2019-09-28 00:00:00,18.00,208.70
C00696948,BERNIE 2020,AMHERST,MA,CHICOPEE PUBLIC SCHOOLS,2019-09-30 00:00:00,27.00,235.70
C00696948,BERNIE 2020,AMHERST,MA,SELF-EMPLOYED,2019-09-14 00:00:00,100.00,419.00
C00696948,BERNIE 2020,AMHERST,MA,SELF-EMPLOYED,2019-09-20 00:00:00,20.00,439.00
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2019-07-30 00:00:00,27.00,201.00
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2019-08-21 00:00:00,9.00,210.00
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2019-08-31 00:00:00,27.00,237.00
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2019-09-30 00:00:00,2.70,239.70
C00696948,BERNIE 2020,AMHERST,MA,TOWN OF AMHERST MA,2019-07-03 00:00:00,50.00,450.00
C00696948,BERNIE 2020,AMHERST,MA,TOWN OF AMHERST MA,2019-08-03 00:00:00,50.00,500.00
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS,2019-07-19 00:00:00,30.00,230.00
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS,2019-08-19 00:00:00,30.00,260.00
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS,2019-08-20 00:00:00,50.00,310.00
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS,2019-08-23 00:00:00,50.00,360.00
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS,2019-09-19 00:00:00,30.00,390.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-07-27 00:00:00,100.00,559.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-12 00:00:00,100.00,659.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-07-14 00:00:00,50.00,238.94
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-07-17 00:00:00,27.00,265.94
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-07-19 00:00:00,2.70,268.64
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-07-25 00:00:00,27.00,295.64
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-07-29 00:00:00,27.00,322.64
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-07-31 00:00:00,54.00,403.64
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-07-31 00:00:00,27.00,403.64
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-08-06 00:00:00,27.00,430.64
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-08-14 00:00:00,50.00,480.64
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-08-26 00:00:00,40.94,521.58
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-08-29 00:00:00,27.00,548.58
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-08-31 00:00:00,27.00,575.58
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-14 00:00:00,10.00,585.58
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-28 00:00:00,27.00,622.58
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-29 00:00:00,10.00,622.58
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-07-27 00:00:00,100.00,327.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-08-31 00:00:00,50.00,377.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-12 00:00:00,100.00,577.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-12 00:00:00,100.00,577.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-23 00:00:00,100.00,777.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-23 00:00:00,100.00,777.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-11 00:00:00,300.00,400.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-08-15 00:00:00,45.00,242.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-04 00:00:00,2.70,244.70
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-15 00:00:00,10.00,254.70
C00696948,BERNIE 2020,AMHERST,MA,,2019-09-30 00:00:00,250.00,310.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-07-31 00:00:00,27.00,208.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-08-13 00:00:00,27.00,235.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-04 00:00:00,10.00,245.00
C00696948,BERNIE 2020,AMHERST,MA,AMHERST DENTAL GROUP,2019-07-23 00:00:00,27.00,298.70
C00696948,BERNIE 2020,AMHERST,MA,AMHERST DENTAL GROUP,2019-07-29 00:00:00,50.00,348.70
C00696948,BERNIE 2020,AMHERST,MA,AMHERST DENTAL GROUP,2019-07-31 00:00:00,7.00,355.70
C00696948,BERNIE 2020,AMHERST,MA,AMHERST DENTAL GROUP,2019-08-10 00:00:00,7.00,362.70
C00696948,BERNIE 2020,AMHERST,MA,AMHERST DENTAL GROUP,2019-08-23 00:00:00,27.00,389.70
C00696948,BERNIE 2020,AMHERST,MA,AMHERST DENTAL GROUP,2019-09-10 00:00:00,50.00,439.70
C00696948,BERNIE 2020,AMHERST,MA,AMHERST DENTAL GROUP,2019-09-23 00:00:00,27.00,466.70
C00696948,BERNIE 2020,AMHERST,MA,AMHERST DENTAL GROUP,2019-09-30 00:00:00,50.00,516.70
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2019-07-06 00:00:00,50.00,251.00
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2019-07-09 00:00:00,2.70,253.70
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2019-07-14 00:00:00,50.00,303.70
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2019-07-29 00:00:00,27.00,330.70
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2019-07-30 00:00:00,2.70,333.40
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2019-07-31 00:00:00,2.70,336.10
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2019-08-29 00:00:00,50.00,386.10
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2019-09-05 00:00:00,50.00,436.10
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2019-09-07 00:00:00,50.00,486.10
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2019-09-19 00:00:00,3.00,489.10
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2019-09-29 00:00:00,50.00,539.10
C00696948,BERNIE 2020,AMHERST,MA,NONE,2019-09-30 00:00:00,27.00,213.70
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-08-13 00:00:00,27.00,324.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-30 00:00:00,50.00,374.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-20 00:00:00,1000.00,1000.00
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2019-07-14 00:00:00,27.00,807.00
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2019-07-15 00:00:00,13.50,820.50
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2019-07-16 00:00:00,27.00,852.90
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2019-07-16 00:00:00,5.40,852.90
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2019-07-19 00:00:00,27.00,885.90
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2019-07-19 00:00:00,6.00,885.90
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2019-07-22 00:00:00,27.00,912.90
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2019-07-23 00:00:00,27.00,939.90
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2019-07-27 00:00:00,27.00,966.90
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2019-07-30 00:00:00,27.00,993.90
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2019-08-02 00:00:00,27.00,1020.90
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2019-08-07 00:00:00,27.00,1047.90
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2019-08-19 00:00:00,6.00,1053.90
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2019-09-19 00:00:00,6.00,1059.90
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-24 00:00:00,27.00,216.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-27 00:00:00,50.00,266.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-30 00:00:00,27.00,293.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-07-01 00:00:00,3.00,267.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-07-01 00:00:00,27.00,267.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-07-01 00:00:00,27.00,267.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-07-25 00:00:00,27.00,294.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-08-01 00:00:00,3.00,297.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-08-03 00:00:00,27.00,324.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-08-13 00:00:00,27.00,378.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-08-13 00:00:00,27.00,378.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-08-25 00:00:00,27.00,405.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-01 00:00:00,3.00,408.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2019-09-25 00:00:00,27.00,435.00
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-02-10 00:00:00,27.00,525.60
C00696948,BERNIE 2020,AMHERST,MA,WESTERN MASS ORGANIC GARDEN SUPPLY,2020-02-15 00:00:00,27.00,282.90
C00696948,BERNIE 2020,AMHERST,MA,WESTERN MASS ORGANIC GARDEN SUPPLY,2020-02-29 00:00:00,2.70,347.70
C00696948,BERNIE 2020,AMHERST,MA,KEVIN ROCHE JOHN DINKELOO AND ASSOCIAT,2020-02-03 00:00:00,10.00,250.20
C00696948,BERNIE 2020,AMHERST,MA,KEVIN ROCHE JOHN DINKELOO AND ASSOCIAT,2020-02-03 00:00:00,7.00,250.20
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2020-02-15 00:00:00,15.00,1040.50
C00696948,BERNIE 2020,AMHERST,MA,SERVICENET,2020-02-17 00:00:00,2.70,451.40
C00696948,BERNIE 2020,AMHERST,MA,WESTERN MASS ORGANIC GARDEN SUPPLY,2020-02-17 00:00:00,14.20,297.10
C00696948,BERNIE 2020,AMHERST,MA,WESTERN MASS ORGANIC GARDEN SUPPLY,2020-02-19 00:00:00,4.20,305.50
C00696948,BERNIE 2020,AMHERST,MA,WESTERN MASS ORGANIC GARDEN SUPPLY,2020-02-26 00:00:00,4.20,323.90
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2020-02-16 00:00:00,2.70,1040.50
C00696948,BERNIE 2020,AMHERST,MA,KEVIN ROCHE JOHN DINKELOO AND ASSOCIAT,2020-02-03 00:00:00,50.00,250.20
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS,2020-02-24 00:00:00,27.00,418.19
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-19 00:00:00,27.00,248.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-02-27 00:00:00,15.00,398.00
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-02-26 00:00:00,15.00,298.93
